Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
1210,23408025621,January,CA,3459.5845,2884.61,80,45,1,,36,1,7,0,0,"Foreign Born, Not a US Citizen",93,Hospitals (622),3060,Government - State,No,No,Employed-At Work
1214,267099103898,January,CA,4455.4265,400.0,40,39,6,1.0,30,1,7,0,0,"Native, Born In US",93,Real estate (531),7630,"Private, For Profit",No,No,Employed-At Work
1215,467099107899,January,CA,2744.2335,1038.0,40,43,1,,43,1,7,0,0,"Native, Born In US",93,Advertising and related services (5418),1020,"Private, For Profit",No,No,Employed-At Work
1216,764096607309,January,CA,3359.3747,520.0,40,39,1,6.0,39,1,6,0,0,"Foreign Born, US Cit By Naturalization",93,Automotive repair and maintenance (8111 exc. 811192),8810,"Private, For Profit",No,No,Employed-At Work
1217,764096607309,January,CA,3422.2941,850.0,40,39,1,1.0,31,1,7,0,0,"Native, Born In US",93,Automotive repair and maintenance (8111 exc. 811192),5860,"Private, For Profit",No,No,Employed-At Work
1218,764096607309,January,CA,3422.2941,850.0,40,40,1,1.0,31,1,7,0,0,"Native, Born In US",93,Real estate (531),5260,"Private, For Profit",No,No,Employed-At Work
1219,1047206064693,January,CA,2991.2863,720.0,40,40,1,5.0,30,2,7,0,0,"Native, Born In US",93,Motion pictures and video industries (5121),5400,"Private, For Profit",No,No,Employed-At Work
1220,1047206064693,January,CA,3276.2601,640.0,40,40,1,1.0,30,1,7,0,0,"Native, Born In US",93,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",5620,"Private, For Profit",No,No,Employed-At Work
1221,1083600022641,January,CA,3508.8087,1057.69,40,39,1,1.0,57,1,1,0,0,"Native, Born In US",93,Aircraft and parts manufacturing (336411 to 336413),8030,"Private, For Profit",No,No,Employed-At Work
1222,1083600022641,January,CA,3050.1513,1600.0,40,43,1,,57,2,1,0,0,"Native, Born In US",93,Hospitals (622),3220,"Private, Nonprofit",No,No,Employed-At Work
1224,1083600022641,January,CA,3194.1088,790.0,40,39,1,,30,1,1,2,1,"Native, Born In US",93,Business support services (5614),5400,"Private, For Profit",No,No,Employed-At Work
1228,3905360695986,January,CA,3296.9904,1596.15,40,43,2,,56,1,7,0,0,"Native, Born In US",93,Computer systems design and related services (5415),1010,"Private, For Profit",No,No,Employed-At Work
1230,4003608069611,January,CA,2996.9309,2750.0,40,43,1,,60,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Scientific research and development services (5417),10,"Private, For Profit",No,No,Employed-At Work
1231,4660760973490,January,CA,3174.2668,1536.58,45,43,1,,31,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work
1232,4660760973490,January,CA,3135.6129,2019.23,55,44,1,,29,1,1,0,0,"Native, Born In US",93,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",430,"Private, For Profit",No,No,Employed-At Work
1234,4660760973490,January,CA,3135.6129,1153.0,40,43,1,,25,1,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work
1235,5017808077661,January,CA,3598.2778,1307.69,40,39,1,,55,1,1,1,3,"Native, Born In US",93,Other general government and support (92119),7315,Government - State,No,No,Employed-At Work
1236,5017808077661,January,CA,3452.5706,1615.38,40,39,1,,51,2,1,1,3,"Native, Born In US",93,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",630,Government - Federal,No,No,Employed-At Work
1238,5073107048641,January,CA,3174.8078,557.69,36,40,5,,42,2,1,1,4,"Native, Born in PR or US Outlying Area",93,"Banking and related activities (521, 52211,52219)",910,"Private, For Profit",No,No,Employed-At Work
1239,5073107048641,January,CA,3396.9355,615.38,40,42,5,,42,1,1,1,4,"Native, Born In US",93,Automotive repair and maintenance (8111 exc. 811192),8740,"Private, For Profit",No,No,Employed-At Work
1242,5760360973598,January,CA,3307.3193,480.0,40,33,1,1.0,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,"** Farm supplies, merchant wholesalers (*42491)",9600,"Private, For Profit",No,No,Employed-At Work
1243,5760360973598,January,CA,2519.8096,400.0,40,33,1,1.0,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",93,"Bakeries, except retail (3118 exc. 311811)",7830,"Private, For Profit",No,No,Employed-At Work
1254,7905740899826,January,CA,3025.9292,128.0,16,33,1,5.0,36,2,1,2,3,"Foreign Born, Not a US Citizen",93,Private households (814),4230,"Private, For Profit",No,No,Employed-At Work
1256,8077500096671,January,CA,2946.1027,418.4,40,43,4,,42,2,1,1,3,"Foreign Born, US Cit By Naturalization",93,Restaurants and other food services (722 exc. 7224),4020,"Private, For Profit",No,No,Employed-At Work
1257,8520760942294,January,CA,3679.1742,500.0,40,39,1,,22,1,7,0,0,"Native, Born In US",93,Automotive repair and maintenance (8111 exc. 811192),9360,"Private, For Profit",No,No,Employed-At Work
1258,8520760942294,January,CA,3375.5418,100.0,25,40,1,,21,2,7,0,0,"Native, Born In US",93,Restaurants and other food services (722 exc. 7224),4020,"Private, For Profit",No,No,Employed-At Work
1259,8720760973697,January,CA,3523.3355,115.0,40,39,1,1.0,28,1,1,2,6,"Foreign Born, Not a US Citizen",93,Landscaping services (56173),4250,"Private, For Profit",No,No,Employed-At Work
1261,9006201070190,January,CA,3090.4315,220.0,20,40,1,,30,1,7,0,0,"Native, Born In US",93,Child day care services (6244),4600,"Private, Nonprofit",No,No,Employed-At Work
1262,9033705075691,January,CA,3980.697,400.0,40,40,4,,53,2,5,0,0,"Foreign Born, US Cit By Naturalization",93,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",5240,Government - Local,No,No,Employed-At Work
1263,9033705075691,January,CA,5494.3112,973.0,40,43,4,,25,2,7,0,0,"Native, Born In US",93,Advertising and related services (5418),50,"Private, For Profit",No,No,Employed-At Work
1264,11340760971297,January,CA,3509.0985,1315.38,40,43,1,,60,2,1,0,0,"Native, Born In US",93,Administration of human resource programs (923),430,Government - State,Yes,,Employed-At Work
1265,11340760971297,January,CA,3097.4714,2500.0,40,40,1,,61,1,1,0,0,"Native, Born In US",93,"Architectural, engineering, and related services (5413)",1020,"Private, For Profit",No,No,Employed-At Work
1266,11340760971297,January,CA,3179.6891,75.0,3,39,1,,27,2,7,0,0,"Native, Born In US",93,"Business, technical, and trade schools and training (6114, 6115)",2200,"Private, Nonprofit",No,No,Employed-At Work
1267,16286070879000,January,CA,3115.6654,250.0,20,38,1,1.0,56,1,1,0,0,"Foreign Born, Not a US Citizen",93,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
1268,16286070879000,January,CA,2237.1077,120.0,12,37,1,1.0,55,2,1,0,0,"Foreign Born, Not a US Citizen",93,Private households (814),4600,"Private, For Profit",No,No,Employed-At Work
1269,16286070879000,January,CA,2778.1695,250.0,20,40,1,5.0,45,2,7,0,0,"Native, Born In US",93,5275,5240,"Private, For Profit",No,No,Employed-At Work
1271,16710360995093,January,CA,3769.3637,250.0,35,40,1,,22,1,1,1,1,"Native, Born In US",93,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work
1272,16710360995093,January,CA,3279.211,150.0,15,40,1,1.0,21,2,1,1,1,"Native, Born In US",93,"Gift, novelty, and souvenir shops (45322)",8910,"Private, For Profit",No,No,Employed-At Work
1277,29980360998290,January,CA,4036.816,653.84,40,40,4,,31,1,1,1,1,"Foreign Born, US Cit By Naturalization",93,Individual and family services (6241),9140,"Private, For Profit",No,Yes,Employed-At Work
1278,29980360998290,January,CA,3400.05,673.07,40,43,4,,34,2,1,1,1,"Foreign Born, US Cit By Naturalization",93,"Residential care facilities, without nursing (6232, 6233, 6239)",340,"Private, For Profit",No,No,Employed-At Work
1280,34095759600874,January,CA,3194.1088,600.0,40,39,1,,33,1,7,0,0,"Native, Born In US",93,Computer systems design and related services (5415),1107,"Private, For Profit",No,No,Employed-At Work
1281,34097769600158,January,CA,3395.197,2307.46,70,40,1,,61,2,5,0,0,"Native, Born In US",93,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",5110,"Private, For Profit",No,No,Employed-At Work
1282,34480360990397,January,CA,3704.081,1923.07,40,42,1,,35,1,7,0,0,"Native, Born In US",93,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - State,Yes,,Employed-At Work
1285,36750760974588,January,CA,3005.9324,500.0,40,42,2,,54,1,5,0,0,"Native, Born In US",93,** Construction (23),6420,"Private, For Profit",No,No,Employed-At Work
1287,38098849600834,January,CA,3472.0745,580.0,40,33,1,6.0,36,1,1,2,7,"Foreign Born, Not a US Citizen",93,** Construction (23),6420,"Private, For Profit",No,No,Employed-At Work
1291,38098849600834,January,CA,3537.1046,400.0,40,35,1,6.0,33,1,5,1,3,"Foreign Born, Not a US Citizen",93,** Construction (23),6260,"Private, For Profit",Yes,,Employed-At Work
1292,38098849600834,January,CA,3230.7972,320.0,40,32,1,6.0,45,2,5,0,0,"Foreign Born, Not a US Citizen",93,Insurance carriers and related activities (524),5260,"Private, For Profit",No,No,Employed-At Work
1293,38098849600834,January,CA,3230.7972,320.0,40,33,1,6.0,47,2,7,1,3,"Foreign Born, Not a US Citizen",93,Insurance carriers and related activities (524),5260,"Private, For Profit",No,No,Employed-At Work
1294,40060760973096,January,CA,3793.8138,500.0,40,40,4,,23,1,1,1,3,"Native, Born Abroad Of US Parent(s)",93,Offices of physicians (6211),3520,"Private, For Profit",No,No,Employed-At Work
1295,40060760973096,January,CA,2832.0576,450.0,60,39,4,,39,2,1,1,3,"Native, Born Abroad Of US Parent(s)",93,"Nail salons and other personal care services (812113, 81219)",4520,"Private, For Profit",No,No,Employed-At Work
1296,41110760970391,January,CA,3175.6218,846.0,40,40,4,,34,2,1,1,1,"Native, Born In US",93,** Construction (23),5000,"Private, For Profit",No,No,Employed-At Work
1297,41110760970391,January,CA,2891.8309,1538.0,40,43,1,,43,1,1,1,1,"Native, Born In US",93,Restaurants and other food services (722 exc. 7224),310,"Private, For Profit",No,No,Employed-At Work
1300,44410360998196,January,CA,2914.2268,1730.76,40,44,1,,47,1,1,1,3,"Native, Born In US",93,Internet publishing and broadcasting and web search portals (51913),4710,"Private, For Profit",No,No,Employed-At Work
1303,47530360970291,January,CA,2282.9108,923.07,40,43,2,,62,2,1,0,0,"Native, Born In US",93,Hospitals (622),5400,Government - State,No,No,Employed-At Work
1305,48270360997994,January,CA,2856.0505,960.0,40,43,1,1.0,34,2,1,3,14,"Native, Born In US",93,"Savings institutions, including credit unions (52212, 52213)",5000,"Private, For Profit",No,No,Employed-At Work
1310,50150360991193,January,CA,2385.7656,384.0,40,38,2,,56,2,5,1,4,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work
1312,53310760979891,January,CA,2884.5314,1500.0,40,44,1,,35,2,1,2,6,"Native, Born In US",93,Scientific research and development services (5417),840,Government - State,No,No,Employed-At Work
1313,53310760979891,January,CA,3194.1088,1250.0,35,43,1,,32,1,1,2,6,"Foreign Born, US Cit By Naturalization",93,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
1316,54590760949998,January,CA,3097.4714,576.92,40,40,1,,61,1,7,0,0,"Native, Born In US",93,Other direct selling establishments (45439),9130,"Private, For Profit",No,No,Employed-At Work
1317,57910360998196,January,CA,3025.5462,1420.0,36,43,1,,26,1,7,0,0,"Native, Born In US",93,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work
1319,57910360998196,January,CA,3637.051,255.0,30,42,1,,23,1,7,0,0,"Native, Born In US",93,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",5700,Government - Local,No,Yes,Employed-At Work
1320,58056202030650,January,CA,2889.1284,2884.61,50,45,1,8.0,34,2,1,0,0,"Native, Born Abroad Of US Parent(s)",93,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work
1321,58056202030650,January,CA,3117.6833,2884.61,50,45,1,,34,1,1,0,0,"Native, Born In US",93,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work
1322,60081093903997,January,CA,3283.0092,2884.61,50,43,1,,37,1,7,0,0,"Native, Born Abroad Of US Parent(s)",93,"Radio and television broadcasting and cable (5151, 5152, 5175)",2830,"Private, For Profit",No,No,Employed-At Work
1326,60465073906593,January,CA,3179.6891,1200.0,40,43,1,,25,2,7,0,0,"Native, Born In US",93,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",5600,"Private, For Profit",No,No,Employed-At Work
1327,60465073906593,January,CA,3179.6891,960.0,40,43,1,,26,2,7,0,0,"Native, Born In US",93,** Construction (23),5700,"Private, For Profit",No,No,Employed-At Work
1328,60471023908392,January,CA,3093.3094,450.6,30,40,1,1.0,33,2,1,3,10,"Foreign Born, US Cit By Naturalization",93,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work
1330,60471023908392,January,CA,2944.1308,170.0,20,36,1,1.0,16,1,7,0,0,"Native, Born In US",93,Restaurants and other food services (722 exc. 7224),4130,"Private, For Profit",No,No,Employed-At Work
1331,60546067908790,January,CA,2601.584,407.5,25,44,1,1.0,59,2,7,0,0,"Native, Born In US",93,Legal services (5411),710,"Private, For Profit",No,No,Employed-At Work
1335,60719083908393,January,CA,3043.5718,2307.69,50,43,9,,39,2,1,1,2,"Native, Born In US",93,Internet publishing and broadcasting and web search portals (51913),640,"Private, For Profit",No,No,Employed-At Work
1341,60836023908395,January,CA,3230.7972,960.0,40,39,1,1.0,48,2,5,0,0,"Native, Born In US",93,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4700,"Private, For Profit",No,No,Employed-At Work
1344,60901093001001,January,CA,3716.5958,1230.0,50,44,4,,59,2,7,0,0,"Foreign Born, US Cit By Naturalization",93,"** Furniture and home furnishing, merchant wholesalers (*4232)",10,"Private, For Profit",No,No,Employed-At Work
1350,65520360020508,January,CA,3452.4723,1653.84,40,44,1,1.0,30,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Specialized design services (5414),1107,"Private, For Profit",No,No,Employed-At Work
1351,65520360020508,January,CA,3457.9806,807.69,40,44,1,1.0,28,2,1,0,0,"Native, Born In US",93,"Museums, art galleries, historical sites, and similar institutions (712)",136,"Private, Nonprofit",No,No,Employed-At Work
1353,65520360940598,January,CA,3400.631,480.0,48,40,2,,28,2,7,0,0,"Native, Born In US",93,Grocery stores (4451),4700,"Private, For Profit",Yes,,Employed-At Work
1355,67450760928790,January,CA,3196.4886,900.0,40,43,1,,50,2,1,1,4,"Native, Born In US",93,** Construction (23),800,"Private, For Profit",No,No,Employed-At Work
1360,70910360928089,January,CA,3109.2271,807.69,40,42,2,,55,2,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work
1361,70910360928089,January,CA,3388.0364,400.0,40,40,2,,36,1,7,1,3,"Native, Born In US",93,"Other schools, instruction, and educational services (6116, 6117)",4220,"Private, For Profit",No,No,Employed-At Work
1366,74770360994195,January,CA,2962.7199,1250.0,50,44,1,,42,1,1,2,3,"Native, Born In US",93,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work
1367,74770360994195,January,CA,2937.0417,1307.69,40,44,1,,43,2,1,2,3,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work
1368,76890360992692,January,CA,3472.0745,769.23,40,40,1,1.0,36,1,1,1,3,"Native, Born In US",93,Barber shops (812111),4500,"Private, For Profit",No,No,Employed-At Work
1369,76890360992692,January,CA,3025.9292,865.38,40,39,1,8.0,38,2,1,1,3,"Native, Born Abroad Of US Parent(s)",93,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",5360,Government - Local,Yes,,Employed-At Work
1371,79810760974975,January,CA,5228.215,1136.36,40,44,4,,29,1,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work
1376,80966097203269,January,CA,4019.5837,2884.61,40,43,4,,55,1,1,1,4,"Foreign Born, US Cit By Naturalization",93,"Communications, audio, and video equipment manufacturing (3342, 3343)",110,"Private, For Profit",No,No,Employed-At Work
1377,80966097203269,January,CA,2927.067,384.61,40,43,4,,35,2,1,1,4,"Foreign Born, Not a US Citizen",93,Beauty salons (812112),4510,"Private, For Profit",No,No,Employed-At Work
1382,86050760975399,January,CA,3533.063,754.4,40,40,2,,35,2,7,2,8,"Native, Born In US",93,"Electric and gas, and other combinations (Pts. 2211, 2212)",7700,"Private, For Profit",No,No,Employed-At Work
1383,89810360992998,January,CA,2937.0417,2884.61,40,46,1,,40,2,1,2,6,"Foreign Born, US Cit By Naturalization",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work
1384,89810360992998,January,CA,3618.9876,2884.61,40,46,1,7.0,41,1,1,2,6,"Foreign Born, US Cit By Naturalization",93,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",1800,"Private, For Profit",No,No,Employed-At Work
1386,90813807008621,January,CA,3276.2601,560.0,40,32,1,5.0,30,1,1,2,6,"Foreign Born, Not a US Citizen",93,** Construction (23),430,"Private, For Profit",No,No,Employed-At Work
1390,90943004066636,January,CA,2993.0883,342.0,24,44,1,,64,2,1,0,0,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work
1391,90957600067648,January,CA,3135.6129,1300.0,50,41,1,,29,1,7,0,0,"Native, Born In US",93,"Justice, public order, and safety activities (922, pt. 92115)",3740,Government - Local,Yes,,Employed-At Work
1392,91843206064693,January,CA,3057.9629,588.8,40,39,1,1.0,37,2,1,3,14,"Foreign Born, Not a US Citizen",93,** Services to buildings and dwellings (5617 exc. 56173),4230,"Private, For Profit",No,No,Employed-At Work
1393,91843206064693,January,CA,3216.0256,1000.0,40,39,1,1.0,36,1,1,3,14,"Foreign Born, Not a US Citizen",93,Automotive repair and maintenance (8111 exc. 811192),7200,"Private, For Profit",No,No,Employed-At Work
1395,91923809033688,January,CA,3281.9521,865.38,40,40,1,,48,1,5,0,0,"Native, Born In US",93,Automotive equipment rental and leasing (5321),9130,"Private, For Profit",No,No,Employed-At Work
1396,91923809033688,January,CA,3191.927,461.53,40,39,1,,50,1,5,0,0,"Native, Born In US",93,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
1397,91923809033688,January,CA,3274.5106,461.53,40,39,1,1.0,49,1,7,0,0,"Foreign Born, Not a US Citizen",93,Other personal services (8129),9350,"Private, For Profit",Yes,,Employed-At Work
1405,92630360942584,January,CA,2907.6191,680.0,40,33,1,6.0,49,1,1,0,0,"Foreign Born, Not a US Citizen",93,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
1408,92630360942584,January,CA,3263.5063,390.0,40,35,1,6.0,25,1,7,0,0,"Foreign Born, Not a US Citizen",93,"Colleges and universities, including junior colleges (6112, 6113)",430,"Private, For Profit",No,No,Employed-At Work
1409,92630360942584,January,CA,3402.7253,900.0,55,40,1,6.0,21,1,3,0,0,"Native, Born In US",93,Restaurants and other food services (722 exc. 7224),4010,Government - Federal,No,No,Employed-At Work
1410,92630360942584,January,CA,2778.1695,800.0,40,34,1,6.0,49,2,6,0,0,"Foreign Born, Not a US Citizen",93,Private households (814),4600,"Private, For Profit",No,No,Employed-At Work
1411,92923809058630,January,CA,3276.2601,360.0,40,39,1,1.0,34,1,7,2,6,"Native, Born In US",93,"Residential care facilities, without nursing (6232, 6233, 6239)",9140,"Private, For Profit",No,No,Employed-At Work
1413,92927809058631,January,CA,2622.8318,528.0,40,39,1,,59,2,7,0,0,"Foreign Born, US Cit By Naturalization",93,Private households (814),4610,"Private, For Profit",No,No,Employed-At Work
1414,92943200013678,January,CA,3322.9475,1788.0,50,44,1,,27,2,7,0,0,"Foreign Born, US Cit By Naturalization",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work
1415,92943200013678,January,CA,3702.3638,1346.15,50,44,1,1.0,25,2,7,0,0,"Native, Born In US",93,Medical equipment and supplies manufacturing (3391),1530,"Private, For Profit",No,No,Employed-At Work
1416,92943208035678,January,CA,3135.6129,730.76,55,43,1,,29,1,7,0,0,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",60,"Private, Nonprofit",Yes,,Employed-At Work
1417,92957701084698,January,CA,3544.3911,2788.46,60,44,1,,35,1,1,1,1,"Foreign Born, US Cit By Naturalization",93,Computer systems design and related services (5415),120,"Private, For Profit",No,No,Employed-At Work
1418,92957701084698,January,CA,3174.2668,2884.61,50,43,1,,34,2,1,1,1,"Native, Born In US",93,Scientific research and development services (5417),430,"Private, For Profit",No,No,Employed-At Work
1423,93853806057646,January,CA,3352.1045,480.0,40,35,1,5.0,41,1,7,0,0,"Foreign Born, Not a US Citizen",93,Crop production (111),6050,"Private, For Profit",No,No,Employed-At Work
1424,93853806057646,January,CA,3313.9261,120.0,10,43,1,5.0,23,2,7,0,0,"Foreign Born, Not a US Citizen",93,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4760,"Private, For Profit",No,No,Employed-At Work
1431,93943700055666,January,CA,3820.0149,2500.0,40,43,2,,34,1,7,0,0,"Native, Born In US",93,Computer systems design and related services (5415),1010,"Private, For Profit",No,No,Employed-At Work
1432,93967702073658,January,CA,2642.7644,500.0,40,41,1,1.0,40,2,7,2,4,"Native, Born In US",93,Hospitals (622),3600,"Private, Nonprofit",No,No,Employed-At Work
1435,93973800093618,January,CA,3293.8105,2884.61,40,44,4,,40,1,1,3,11,"Foreign Born, Not a US Citizen",93,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1020,"Private, For Profit",No,No,Employed-At Work
1437,94717604014688,January,CA,3207.8709,1788.0,50,43,1,,34,2,7,0,0,"Foreign Born, Not a US Citizen",93,Computer systems design and related services (5415),1030,"Private, For Profit",No,No,Employed-At Work
1438,94717604014688,January,CA,3283.0092,2307.0,60,43,1,,36,1,7,0,0,"Native, Born In US",93,"Radio and television broadcasting and cable (5151, 5152, 5175)",2900,"Private, For Profit",No,No,Employed-At Work
1439,94737201092680,January,CA,2907.6191,500.0,40,32,1,1.0,45,1,1,2,10,"Foreign Born, Not a US Citizen",93,Warehousing and storage (493),9620,"Private, For Profit",No,No,Employed-At Work
1440,94737201092680,January,CA,2767.9009,251.0,35,32,1,1.0,41,2,1,2,10,"Foreign Born, Not a US Citizen",93,Restaurants and other food services (722 exc. 7224),4020,"Private, For Profit",No,No,Employed-At Work
1444,94813604014688,January,CA,2907.6191,680.0,40,37,1,1.0,48,1,1,1,3,"Foreign Born, Not a US Citizen",93,** Construction (23),6230,"Private, For Profit",No,No,Employed-At Work
1454,94927107035608,January,CA,3416.932,1923.07,40,45,2,,61,1,1,1,3,"Native, Born In US",93,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work
1457,94933201092681,January,CA,3423.01,560.0,40,32,4,,51,2,4,0,0,"Foreign Born, US Cit By Naturalization",93,"Nail salons and other personal care services (812113, 81219)",3630,"Private, For Profit",No,No,Employed-At Work
1458,94933201092681,January,CA,2731.34,1252.4,40,43,4,,51,1,7,0,0,"Foreign Born, Not a US Citizen",93,Restaurants and other food services (722 exc. 7224),4020,"Private, For Profit",No,No,Employed-At Work
1460,94973802098688,January,CA,3706.4424,673.07,40,38,4,,58,2,1,0,0,"Foreign Born, US Cit By Naturalization",93,Beauty salons (812112),4510,"Private, For Profit",No,No,Employed-At Work
1461,94973802098688,January,CA,4439.918,400.0,40,43,4,,22,2,7,0,0,"Native, Born In US",93,Hospitals (622),3655,"Private, For Profit",No,No,Employed-At Work
1463,94977502052653,January,CA,3194.1088,961.53,40,43,1,,30,1,7,0,0,"Native, Born In US",93,Computer systems design and related services (5415),1107,"Private, For Profit",No,No,Employed-At Work
1464,94977502052653,January,CA,3179.6891,311.53,20,41,1,,25,2,7,0,0,"Foreign Born, Not a US Citizen",93,Beauty salons (812112),4520,"Private, For Profit",No,No,Employed-At Work
1466,94987008098678,January,CA,3179.6891,1615.38,40,43,1,,26,2,7,0,0,"Native, Born In US",93,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",800,"Private, For Profit",No,No,Employed-At Work
1467,94987008098678,January,CA,3179.6891,1673.07,60,43,1,,25,2,7,0,0,"Foreign Born, Not a US Citizen",93,Specialized design services (5414),430,"Private, For Profit",No,No,Employed-At Work
1470,95963203035600,January,CA,3033.8343,600.0,40,43,1,,28,1,7,0,0,"Native, Born In US",93,"Seafood and other miscellaneous foods, n.e.c. (3117, 3119)",740,"Private, For Profit",No,No,Employed-At Work
1481,96973007054681,January,CA,2841.7085,537.6,32,40,1,,40,2,1,4,8,"Native, Born Abroad Of US Parent(s)",93,Real estate (531),5240,"Private, For Profit",No,No,Employed-At Work
1482,96973007054681,January,CA,3175.4236,790.0,40,40,1,,45,1,1,4,8,"Native, Born In US",93,Real estate (531),4920,"Private, For Profit",No,No,Employed-At Work
1483,96973007054681,January,CA,2725.7605,200.0,25,39,1,1.0,19,1,7,0,0,"Native, Born In US",93,Restaurants and other food services (722 exc. 7224),4050,"Private, For Profit",No,No,Employed-At Work
1484,97903603076638,January,CA,3159.5683,750.0,40,38,1,1.0,48,1,1,4,8,"Foreign Born, US Cit By Naturalization",93,"Bus service and urban transit (4851, 4852, 4854, 4855, 4859)",7210,"Private, For Profit",No,No,Employed-At Work
1489,97977400095618,January,CA,3166.3863,2307.0,50,46,1,,47,2,1,1,4,"Native, Born In US",93,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
1493,98933906050656,January,CA,2968.0144,2307.69,40,44,4,,53,1,1,0,0,"Foreign Born, US Cit By Naturalization",93,Computer systems design and related services (5415),110,"Private, For Profit",No,No,Employed-At Work
1494,98933906050656,January,CA,3840.966,692.3,40,44,4,,53,2,1,0,0,"Foreign Born, US Cit By Naturalization",93,Employment services (5613),800,Government - State,Yes,,Employed-At Work
1495,98953208094655,January,CA,3618.9876,499.5,37,38,1,1.0,42,1,7,0,0,"Foreign Born, Not a US Citizen",93,Landscaping services (56173),4250,"Private, For Profit",No,No,Employed-At Work
1496,98953208094655,January,CA,3537.1046,346.0,37,33,1,5.0,33,1,7,0,0,"Foreign Born, Not a US Citizen",93,Landscaping services (56173),4250,"Private, For Profit",No,No,Employed-At Work
1497,98993702003655,January,CA,3841.2795,800.0,40,41,4,,58,2,5,0,0,"Foreign Born, US Cit By Naturalization",93,Hospitals (622),3645,"Private, For Profit",No,No,Employed-At Work
1502,100965093503119,January,CA,3782.0383,807.69,40,42,1,1.0,41,1,1,3,13,"Native, Born In US",93,Administration of human resource programs (923),5400,Government - Local,No,No,Employed-At Work
1504,107906130696406,January,CA,2673.372,800.0,40,39,1,1.0,44,2,7,0,0,"Native, Born In US",93,Automobile dealers (4411),5220,"Private, For Profit",No,No,Employed-Absent
1508,110967096103199,January,CA,3399.6589,760.0,40,39,1,1.0,27,1,7,0,0,"Native, Born In US",93,Pharmacies and drug stores (44611),5610,"Private, For Profit",No,No,Employed-At Work
1509,120961093407189,January,CA,2943.0845,1386.46,40,43,1,,58,2,5,0,0,"Native, Born In US",93,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",5000,Government - State,No,No,Employed-At Work
1512,138007750600144,January,CA,3194.1088,1403.84,40,40,1,,32,1,1,1,1,"Native, Born Abroad Of US Parent(s)",93,** Construction (23),7315,"Private, For Profit",No,No,Employed-At Work
1515,140967095703479,January,CA,2282.9108,1730.76,40,40,2,,60,2,1,0,0,"Native, Born In US",93,"Banking and related activities (521, 52211,52219)",10,"Private, For Profit",No,No,Employed-At Work
